Frame,Team,Player,X,Y
189,Team B,0,65.0,9.0
189,Team B,1,100.0,6.0
189,Team B,2,76.0,8.0
189,Team B,3,61.0,19.0
189,Team B,4,34.0,45.0
189,Team B,5,20.0,29.0
189,Team B,6,22.0,35.0
189,Team B,7,76.0,23.0
189,Team B,8,88.0,27.0
189,Team B,9,70.0,61.0
189,Team B,10,42.0,14.0
190,Team A,0,45.0,43.0
190,Team A,1,54.0,14.0
190,Team A,2,54.0,24.0
190,Team A,3,69.0,53.0
190,Team A,4,33.0,56.0
190,Team A,5,3.0,16.0
190,Team A,6,2.0,62.0
190,Team A,7,6.0,33.0
190,Team A,8,45.0,61.0
190,Team A,9,23.0,25.0
190,Team A,10,47.0,27.0
190,Team B,0,66.0,8.0
190,Team B,1,100.0,6.0
190,Team B,2,76.0,8.0
190,Team B,3,61.0,19.0
190,Team B,4,35.0,44.0
190,Team B,5,20.0,29.0
190,Team B,6,22.0,35.0
190,Team B,7,75.0,22.0
190,Team B,8,88.0,27.0
190,Team B,9,70.0,61.0
190,Team B,10,43.0,13.0
191,Team A,0,45.0,43.0
191,Team A,1,55.0,15.0
191,Team A,2,54.0,24.0
191,Team A,3,70.0,54.0
191,Team A,4,33.0,56.0
191,Team A,5,2.0,15.0
191,Team A,6,2.0,62.0
191,Team A,7,6.0,33.0
191,Team A,8,45.0,61.0
191,Team A,9,23.0,25.0
191,Team A,10,48.0,28.0
191,Team B,0,67.0,9.0
191,Team B,1,100.0,6.0
191,Team B,2,76.0,8.0
191,Team B,3,61.0,19.0
191,Team B,4,35.0,44.0
191,Team B,5,20.0,29.0
191,Team B,6,21.0,34.0
191,Team B,7,76.0,21.0
191,Team B,8,88.0,27.0
191,Team B,9,70.0,61.0
191,Team B,10,44.0,12.0
192,Team A,0,45.0,43.0
192,Team A,1,55.0,15.0
192,Team A,2,54.0,24.0
192,Team A,3,71.0,53.0
192,Team A,4,33.0,56.0
192,Team A,5,2.0,15.0
192,Team A,6,2.0,62.0
192,Team A,7,7.0,34.0
192,Team A,8,44.0,60.0
192,Team A,9,23.0,25.0
192,Team A,10,48.0,28.0
192,Team B,0,66.0,9.0
192,Team B,1,100.0,6.0
192,Team B,2,77.0,9.0
192,Team B,3,61.0,19.0
192,Team B,4,35.0,44.0
192,Team B,5,20.0,29.0
192,Team B,6,22.0,35.0
192,Team B,7,76.0,22.0
192,Team B,8,89.0,28.0
192,Team B,9,70.0,61.0
192,Team B,10,43.0,13.0
193,Team A,0,45.0,43.0
193,Team A,1,55.0,15.0
193,Team A,2,54.0,24.0
193,Team A,3,72.0,52.0
193,Team A,4,33.0,56.0
193,Team A,5,2.0,15.0
193,Team A,6,2.0,62.0
193,Team A,7,6.0,33.0
193,Team A,8,45.0,61.0
193,Team A,9,23.0,25.0
193,Team A,10,48.0,28.0
193,Team B,0,65.0,9.0
193,Team B,1,100.0,6.0
193,Team B,2,76.0,8.0
193,Team B,3,62.0,20.0
193,Team B,4,35.0,44.0
193,Team B,5,19.0,28.0
193,Team B,6,21.0,34.0
193,Team B,7,76.0,22.0
193,Team B,8,88.0,27.0
193,Team B,9,70.0,61.0
193,Team B,10,43.0,13.0
194,Team A,0,45.0,43.0
194,Team A,1,55.0,15.0
194,Team A,2,54.0,24.0
194,Team A,3,71.0,53.0
194,Team A,4,33.0,56.0
194,Team A,5,2.0,15.0
194,Team A,6,2.0,62.0
194,Team A,7,6.0,33.0
194,Team A,8,45.0,61.0
194,Team A,9,23.0,25.0
194,Team A,10,48.0,28.0
194,Team B,0,65.0,9.0
194,Team B,1,100.0,6.0
194,Team B,2,76.0,8.0
194,Team B,3,61.0,19.0
194,Team B,4,34.0,45.0
194,Team B,5,20.0,29.0
194,Team B,6,22.0,33.0
194,Team B,7,76.0,22.0
194,Team B,8,88.0,27.0
194,Team B,9,70.0,61.0
194,Team B,10,42.0,12.0
195,Team A,0,45.0,43.0
195,Team A,1,55.0,15.0
195,Team A,2,55.0,23.0
195,Team A,3,70.0,53.0
195,Team A,4,33.0,56.0
195,Team A,5,3.0,16.0
195,Team A,6,2.0,62.0
195,Team A,7,6.0,33.0
195,Team A,8,44.0,60.0
195,Team A,9,23.0,25.0
195,Team A,10,48.0,28.0
195,Team B,0,65.0,9.0
195,Team B,1,100.0,6.0
195,Team B,2,76.0,8.0
195,Team B,3,61.0,19.0
195,Team B,4,35.0,44.0
195,Team B,5,20.0,29.0
195,Team B,6,22.0,34.0
195,Team B,7,76.0,22.0
195,Team B,8,88.0,27.0
195,Team B,9,70.0,61.0
195,Team B,10,43.0,13.0
196,Team A,0,46.0,44.0
196,Team A,1,55.0,15.0
196,Team A,2,54.0,24.0
196,Team A,3,69.0,53.0
196,Team A,4,33.0,56.0
196,Team A,5,2.0,15.0
196,Team A,6,2.0,62.0
196,Team A,7,6.0,33.0
196,Team A,8,45.0,61.0
196,Team A,9,23.0,25.0
196,Team A,10,48.0,28.0
196,Team B,0,65.0,9.0
196,Team B,1,100.0,6.0
196,Team B,2,76.0,8.0
196,Team B,3,61.0,19.0
196,Team B,4,35.0,44.0
196,Team B,5,20.0,29.0
196,Team B,6,22.0,35.0
196,Team B,7,76.0,22.0
196,Team B,8,88.0,27.0
196,Team B,9,70.0,61.0
196,Team B,10,42.0,12.0
197,Team A,0,45.0,45.0
197,Team A,1,56.0,16.0
197,Team A,2,55.0,25.0
197,Team A,3,69.0,53.0
197,Team A,4,34.0,55.0
197,Team A,5,2.0,15.0
197,Team A,6,3.0,63.0
197,Team A,7,6.0,33.0
197,Team A,8,45.0,61.0
197,Team A,9,23.0,25.0
197,Team A,10,48.0,28.0
197,Team B,0,65.0,9.0
197,Team B,1,100.0,6.0
197,Team B,2,76.0,8.0
197,Team B,3,62.0,18.0
197,Team B,4,35.0,44.0
197,Team B,5,20.0,29.0
197,Team B,6,22.0,35.0
197,Team B,7,76.0,22.0
197,Team B,8,88.0,27.0
197,Team B,9,70.0,61.0
197,Team B,10,43.0,13.0
198,Team A,0,46.0,46.0
198,Team A,1,55.0,15.0
198,Team A,2,56.0,24.0
198,Team A,3,69.0,53.0
198,Team A,4,33.0,56.0
198,Team A,5,1.0,16.0
198,Team A,6,2.0,62.0
198,Team A,7,7.0,34.0
198,Team A,8,44.0,60.0
198,Team A,9,23.0,25.0
198,Team A,10,48.0,28.0
198,Team B,0,64.0,8.0
198,Team B,1,101.0,5.0
198,Team B,2,76.0,8.0
198,Team B,3,61.0,19.0
198,Team B,4,35.0,44.0
198,Team B,5,20.0,29.0
198,Team B,6,22.0,35.0
198,Team B,7,76.0,22.0
198,Team B,8,87.0,26.0
198,Team B,9,70.0,61.0
198,Team B,10,43.0,13.0
199,Team A,0,45.0,45.0
199,Team A,1,55.0,15.0
199,Team A,2,55.0,24.0
199,Team A,3,69.0,53.0
199,Team A,4,33.0,56.0
199,Team A,5,2.0,15.0
199,Team A,6,1.0,63.0
199,Team A,7,6.0,35.0
199,Team A,8,45.0,61.0
199,Team A,9,24.0,24.0
199,Team A,10,48.0,28.0
199,Team B,0,65.0,9.0
199,Team B,1,102.0,6.0
199,Team B,2,76.0,8.0
199,Team B,3,61.0,19.0
199,Team B,4,34.0,43.0
199,Team B,5,19.0,28.0
199,Team B,6,22.0,35.0
199,Team B,7,76.0,22.0
199,Team B,8,88.0,27.0
199,Team B,9,70.0,61.0
199,Team B,10,43.0,13.0
200,Team A,0,45.0,44.0
200,Team A,1,55.0,15.0
200,Team A,2,54.0,24.0
200,Team A,3,68.0,54.0
200,Team A,4,34.0,55.0
200,Team A,5,3.0,14.0
200,Team A,6,2.0,62.0
200,Team A,7,6.0,34.0
200,Team A,8,45.0,61.0
200,Team A,9,23.0,25.0
200,Team A,10,47.0,29.0
200,Team B,0,65.0,9.0
200,Team B,1,101.0,6.0
200,Team B,2,77.0,9.0
200,Team B,3,61.0,19.0
200,Team B,4,35.0,44.0
200,Team B,5,20.0,29.0
200,Team B,6,21.0,36.0
200,Team B,7,76.0,22.0
200,Team B,8,88.0,27.0
200,Team B,9,70.0,61.0
200,Team B,10,42.0,12.0
201,Team A,0,46.0,45.0
201,Team A,1,55.0,15.0
201,Team A,2,54.0,24.0
201,Team A,3,69.0,55.0
201,Team A,4,33.0,56.0
201,Team A,5,2.0,15.0
201,Team A,6,2.0,62.0
201,Team A,7,5.0,35.0
201,Team A,8,44.0,60.0
201,Team A,9,23.0,25.0
201,Team A,10,46.0,28.0
201,Team B,0,65.0,9.0
201,Team B,1,102.0,7.0
201,Team B,2,76.0,8.0
201,Team B,3,61.0,19.0
201,Team B,4,35.0,44.0
201,Team B,5,19.0,28.0
201,Team B,6,20.0,35.0
201,Team B,7,76.0,22.0
201,Team B,8,88.0,27.0
201,Team B,9,70.0,61.0
201,Team B,10,43.0,13.0
202,Team A,0,45.0,44.0
202,Team A,1,55.0,15.0
202,Team A,2,54.0,24.0
202,Team A,3,69.0,54.0
202,Team A,4,33.0,56.0
202,Team A,5,3.0,16.0
202,Team A,6,3.0,61.0
202,Team A,7,6.0,34.0
202,Team A,8,45.0,61.0
202,Team A,9,23.0,25.0
202,Team A,10,47.0,29.0
202,Team B,0,65.0,9.0
202,Team B,1,101.0,6.0
202,Team B,2,77.0,9.0
202,Team B,3,61.0,19.0
202,Team B,4,35.0,44.0
202,Team B,5,20.0,29.0
202,Team B,6,19.0,36.0
202,Team B,7,76.0,22.0
202,Team B,8,87.0,28.0
202,Team B,9,71.0,60.0
202,Team B,10,43.0,13.0
203,Team A,0,45.0,43.0
203,Team A,1,55.0,15.0
203,Team A,2,54.0,24.0
203,Team A,3,70.0,55.0
203,Team A,4,33.0,56.0
203,Team A,5,2.0,15.0
203,Team A,6,2.0,62.0
203,Team A,7,6.0,33.0
203,Team A,8,45.0,61.0
203,Team A,9,23.0,25.0
203,Team A,10,48.0,30.0
203,Team B,0,65.0,9.0
203,Team B,1,102.0,5.0
203,Team B,2,76.0,8.0
203,Team B,3,61.0,19.0
203,Team B,4,35.0,44.0
203,Team B,5,19.0,28.0
203,Team B,6,18.0,35.0
203,Team B,7,76.0,22.0
203,Team B,8,88.0,27.0
203,Team B,9,70.0,61.0
203,Team B,10,43.0,13.0
204,Team A,0,46.0,44.0
204,Team A,1,55.0,15.0
204,Team A,2,53.0,25.0
204,Team A,3,69.0,54.0
204,Team A,4,33.0,56.0
204,Team A,5,2.0,15.0
204,Team A,6,2.0,62.0
204,Team A,7,7.0,34.0
204,Team A,8,45.0,61.0
204,Team A,9,22.0,26.0
204,Team A,10,48.0,29.0
204,Team B,0,65.0,9.0
204,Team B,1,101.0,6.0
204,Team B,2,75.0,9.0
204,Team B,3,61.0,19.0
204,Team B,4,35.0,44.0
204,Team B,5,20.0,29.0
204,Team B,6,19.0,35.0
204,Team B,7,76.0,22.0
204,Team B,8,88.0,27.0
204,Team B,9,69.0,62.0
204,Team B,10,43.0,13.0
205,Team A,0,45.0,43.0
205,Team A,1,55.0,15.0
205,Team A,2,52.0,26.0
205,Team A,3,68.0,53.0
205,Team A,4,33.0,56.0
205,Team A,5,2.0,15.0
205,Team A,6,3.0,61.0
205,Team A,7,8.0,35.0
205,Team A,8,45.0,61.0
205,Team A,9,23.0,25.0
205,Team A,10,48.0,28.0
205,Team B,0,64.0,8.0
205,Team B,1,102.0,5.0
205,Team B,2,76.0,8.0
205,Team B,3,62.0,18.0
205,Team B,4,34.0,43.0
205,Team B,5,20.0,29.0
205,Team B,6,20.0,35.0
205,Team B,7,76.0,22.0
205,Team B,8,88.0,27.0
205,Team B,9,70.0,61.0
205,Team B,10,43.0,13.0
206,Team A,0,45.0,43.0
206,Team A,1,55.0,15.0
206,Team A,2,53.0,25.0
206,Team A,3,69.0,54.0
206,Team A,4,34.0,57.0
206,Team A,5,2.0,15.0
206,Team A,6,2.0,62.0
206,Team A,7,7.0,34.0
206,Team A,8,46.0,60.0
206,Team A,9,24.0,24.0
206,Team A,10,48.0,28.0
206,Team B,0,65.0,7.0
206,Team B,1,101.0,6.0
206,Team B,2,76.0,8.0
206,Team B,3,61.0,19.0
206,Team B,4,35.0,44.0
206,Team B,5,20.0,29.0
206,Team B,6,21.0,35.0
206,Team B,7,75.0,23.0
206,Team B,8,89.0,28.0
206,Team B,9,70.0,61.0
206,Team B,10,44.0,12.0
207,Team A,0,45.0,43.0
207,Team A,1,55.0,15.0
207,Team A,2,52.0,24.0
207,Team A,3,69.0,53.0
207,Team A,4,33.0,56.0
207,Team A,5,3.0,16.0
207,Team A,6,2.0,62.0
207,Team A,7,6.0,33.0
207,Team A,8,45.0,61.0
207,Team A,9,23.0,25.0
207,Team A,10,48.0,28.0
207,Team B,0,65.0,8.0
207,Team B,1,100.0,6.0
207,Team B,2,76.0,8.0
207,Team B,3,62.0,20.0
207,Team B,4,36.0,43.0
207,Team B,5,20.0,29.0
207,Team B,6,22.0,35.0
207,Team B,7,76.0,22.0
207,Team B,8,88.0,29.0
207,Team B,9,70.0,61.0
207,Team B,10,43.0,13.0
208,Team A,0,45.0,43.0
208,Team A,1,55.0,15.0
208,Team A,2,53.0,25.0
208,Team A,3,70.0,52.0
208,Team A,4,34.0,55.0
208,Team A,5,2.0,15.0
208,Team A,6,2.0,62.0
208,Team A,7,6.0,33.0
208,Team A,8,45.0,61.0
208,Team A,9,23.0,25.0
208,Team A,10,48.0,28.0
208,Team B,0,65.0,9.0
208,Team B,1,100.0,6.0
208,Team B,2,76.0,8.0
208,Team B,3,61.0,19.0
208,Team B,4,37.0,42.0
208,Team B,5,20.0,29.0
208,Team B,6,22.0,35.0
208,Team B,7,76.0,22.0
208,Team B,8,88.0,28.0
208,Team B,9,70.0,61.0
208,Team B,10,44.0,12.0
209,Team A,0,45.0,43.0
209,Team A,1,54.0,14.0
209,Team A,2,54.0,24.0
209,Team A,3,71.0,53.0
209,Team A,4,33.0,56.0
209,Team A,5,2.0,15.0
209,Team A,6,2.0,62.0
209,Team A,7,7.0,34.0
209,Team A,8,45.0,61.0
209,Team A,9,24.0,24.0
209,Team A,10,49.0,27.0
209,Team B,0,65.0,9.0
209,Team B,1,100.0,6.0
209,Team B,2,76.0,8.0
209,Team B,3,61.0,19.0
209,Team B,4,36.0,43.0
209,Team B,5,20.0,29.0
209,Team B,6,21.0,36.0
209,Team B,7,77.0,21.0
209,Team B,8,89.0,27.0
209,Team B,9,69.0,62.0
209,Team B,10,43.0,13.0
210,Team A,0,45.0,43.0
210,Team A,1,55.0,13.0
210,Team A,2,54.0,24.0
210,Team A,3,70.0,53.0
210,Team A,4,33.0,56.0
210,Team A,5,2.0,15.0
210,Team A,6,2.0,62.0
210,Team A,7,8.0,33.0
210,Team A,8,45.0,61.0
210,Team A,9,23.0,25.0
210,Team A,10,48.0,28.0
210,Team B,0,65.0,9.0
210,Team B,1,100.0,6.0
210,Team B,2,76.0,8.0
210,Team B,3,61.0,19.0
210,Team B,4,35.0,44.0
210,Team B,5,19.0,28.0
210,Team B,6,22.0,35.0
210,Team B,7,76.0,22.0
210,Team B,8,88.0,27.0
210,Team B,9,70.0,63.0
210,Team B,10,43.0,13.0
211,Team A,0,45.0,43.0
211,Team A,1,55.0,14.0
211,Team A,2,54.0,24.0
211,Team A,3,69.0,53.0
211,Team A,4,33.0,56.0
211,Team A,5,1.0,14.0
211,Team A,6,3.0,63.0
211,Team A,7,9.0,34.0
211,Team A,8,45.0,61.0
211,Team A,9,23.0,25.0
211,Team A,10,48.0,28.0
211,Team B,0,66.0,10.0
211,Team B,1,99.0,7.0
211,Team B,2,75.0,7.0
211,Team B,3,62.0,18.0
211,Team B,4,35.0,44.0
211,Team B,5,18.0,27.0
211,Team B,6,22.0,35.0
211,Team B,7,76.0,22.0
211,Team B,8,87.0,28.0
211,Team B,9,70.0,62.0
211,Team B,10,43.0,13.0
212,Team A,0,45.0,43.0
212,Team A,1,54.0,13.0
212,Team A,2,53.0,23.0
212,Team A,3,68.0,52.0
212,Team A,4,33.0,56.0
212,Team A,5,2.0,15.0
212,Team A,6,2.0,62.0
212,Team A,7,8.0,33.0
212,Team A,8,45.0,61.0
212,Team A,9,23.0,25.0
212,Team A,10,47.0,29.0
212,Team B,0,65.0,9.0
212,Team B,1,100.0,6.0
212,Team B,2,76.0,8.0
212,Team B,3,61.0,19.0
212,Team B,4,34.0,45.0
212,Team B,5,19.0,28.0
212,Team B,6,22.0,35.0
212,Team B,7,76.0,22.0
212,Team B,8,88.0,27.0
212,Team B,9,70.0,61.0
212,Team B,10,43.0,13.0
213,Team A,0,45.0,43.0
213,Team A,1,55.0,14.0
213,Team A,2,54.0,24.0
213,Team A,3,69.0,53.0
213,Team A,4,33.0,56.0
213,Team A,5,2.0,15.0
213,Team A,6,1.0,63.0
213,Team A,7,9.0,32.0
213,Team A,8,45.0,61.0
213,Team A,9,24.0,26.0
213,Team A,10,48.0,28.0
213,Team B,0,65.0,9.0
213,Team B,1,100.0,6.0
213,Team B,2,76.0,8.0
213,Team B,3,61.0,19.0
213,Team B,4,35.0,44.0
213,Team B,5,20.0,29.0
213,Team B,6,22.0,35.0
213,Team B,7,75.0,21.0
213,Team B,8,88.0,27.0
213,Team B,9,70.0,61.0
213,Team B,10,44.0,12.0
214,Team A,0,45.0,43.0
214,Team A,1,55.0,15.0
214,Team A,2,54.0,24.0
214,Team A,3,69.0,53.0
214,Team A,4,32.0,55.0
214,Team A,5,2.0,15.0
214,Team A,6,2.0,64.0
214,Team A,7,8.0,31.0
214,Team A,8,44.0,60.0
214,Team A,9,23.0,25.0
214,Team A,10,48.0,28.0
214,Team B,0,65.0,9.0
214,Team B,1,99.0,5.0
214,Team B,2,76.0,8.0
214,Team B,3,61.0,19.0
214,Team B,4,35.0,44.0
214,Team B,5,20.0,29.0
214,Team B,6,22.0,35.0
214,Team B,7,76.0,22.0
214,Team B,8,88.0,27.0
214,Team B,9,70.0,61.0
214,Team B,10,43.0,13.0
215,Team A,0,45.0,43.0
215,Team A,1,55.0,15.0
215,Team A,2,53.0,23.0
215,Team A,3,69.0,53.0
215,Team A,4,31.0,56.0
215,Team A,5,3.0,16.0
215,Team A,6,2.0,63.0
215,Team A,7,7.0,32.0
215,Team A,8,45.0,59.0
215,Team A,9,23.0,25.0
215,Team A,10,49.0,29.0
215,Team B,0,65.0,9.0
215,Team B,1,100.0,6.0
215,Team B,2,77.0,7.0
215,Team B,3,61.0,19.0
215,Team B,4,35.0,44.0
215,Team B,5,20.0,29.0
215,Team B,6,22.0,35.0
215,Team B,7,76.0,22.0
215,Team B,8,88.0,27.0
215,Team B,9,70.0,61.0
215,Team B,10,42.0,14.0
216,Team A,0,45.0,43.0
216,Team A,1,56.0,14.0
216,Team A,2,54.0,22.0
216,Team A,3,69.0,53.0
216,Team A,4,30.0,57.0
216,Team A,5,2.0,15.0
216,Team A,6,2.0,62.0
216,Team A,7,6.0,33.0
216,Team A,8,45.0,60.0
216,Team A,9,23.0,25.0
216,Team A,10,50.0,30.0
216,Team B,0,65.0,9.0
216,Team B,1,100.0,6.0
216,Team B,2,76.0,8.0
216,Team B,3,61.0,19.0
216,Team B,4,35.0,44.0
216,Team B,5,20.0,29.0
216,Team B,6,22.0,35.0
216,Team B,7,77.0,23.0
216,Team B,8,88.0,27.0
216,Team B,9,70.0,61.0
216,Team B,10,43.0,13.0
217,Team A,0,44.0,44.0
217,Team A,1,57.0,15.0
217,Team A,2,54.0,23.0
217,Team A,3,69.0,53.0
217,Team A,4,31.0,56.0
217,Team A,5,1.0,16.0
217,Team A,6,3.0,61.0
217,Team A,7,6.0,33.0
217,Team A,8,45.0,61.0
217,Team A,9,23.0,25.0
217,Team A,10,49.0,29.0
217,Team B,0,65.0,9.0
217,Team B,1,100.0,6.0
217,Team B,2,76.0,8.0
217,Team B,3,61.0,19.0
217,Team B,4,35.0,44.0
217,Team B,5,20.0,29.0
217,Team B,6,22.0,35.0
217,Team B,7,76.0,22.0
217,Team B,8,88.0,27.0
217,Team B,9,69.0,60.0
217,Team B,10,44.0,12.0
218,Team A,0,45.0,43.0
218,Team A,1,56.0,15.0
218,Team A,2,54.0,24.0
218,Team A,3,70.0,52.0
218,Team A,4,30.0,55.0
218,Team A,5,2.0,15.0
218,Team A,6,2.0,62.0
218,Team A,7,6.0,33.0
218,Team A,8,45.0,61.0
218,Team A,9,23.0,25.0
218,Team A,10,48.0,28.0
218,Team B,0,65.0,9.0
218,Team B,1,101.0,7.0
218,Team B,2,76.0,8.0
218,Team B,3,61.0,19.0
218,Team B,4,35.0,44.0
218,Team B,5,20.0,29.0
218,Team B,6,21.0,34.0
218,Team B,7,76.0,22.0
218,Team B,8,87.0,28.0
218,Team B,9,70.0,61.0
218,Team B,10,43.0,13.0
219,Team A,0,46.0,42.0
219,Team A,1,55.0,15.0
219,Team A,2,54.0,24.0
219,Team A,3,69.0,53.0
219,Team A,4,31.0,56.0
219,Team A,5,1.0,14.0
219,Team A,6,2.0,62.0
219,Team A,7,6.0,33.0
219,Team A,8,44.0,62.0
219,Team A,9,23.0,25.0
219,Team A,10,48.0,28.0
219,Team B,0,65.0,9.0
219,Team B,1,102.0,8.0
219,Team B,2,76.0,8.0
219,Team B,3,60.0,20.0
219,Team B,4,36.0,45.0
219,Team B,5,20.0,29.0
219,Team B,6,22.0,35.0
219,Team B,7,75.0,23.0
219,Team B,8,88.0,27.0
219,Team B,9,69.0,62.0
219,Team B,10,43.0,13.0
220,Team A,0,45.0,43.0
220,Team A,1,55.0,15.0
220,Team A,2,53.0,25.0
220,Team A,3,69.0,53.0
220,Team A,4,32.0,56.0
220,Team A,5,2.0,15.0
220,Team A,6,2.0,62.0
220,Team A,7,6.0,33.0
220,Team A,8,45.0,61.0
220,Team A,9,24.0,26.0
220,Team A,10,48.0,28.0
220,Team B,0,65.0,9.0
220,Team B,1,101.0,7.0
220,Team B,2,77.0,7.0
220,Team B,3,61.0,19.0
220,Team B,4,35.0,44.0
220,Team B,5,20.0,29.0
220,Team B,6,23.0,36.0
220,Team B,7,76.0,22.0
220,Team B,8,88.0,27.0
220,Team B,9,68.0,63.0
220,Team B,10,43.0,13.0
221,Team A,0,45.0,43.0
221,Team A,1,55.0,15.0
221,Team A,2,54.0,24.0
221,Team A,3,69.0,53.0
221,Team A,4,33.0,56.0
221,Team A,5,2.0,15.0
221,Team A,6,2.0,62.0
221,Team A,7,6.0,33.0
221,Team A,8,45.0,61.0
221,Team A,9,23.0,25.0
221,Team A,10,48.0,28.0
221,Team B,0,65.0,9.0
221,Team B,1,100.0,6.0
221,Team B,2,76.0,8.0
221,Team B,3,61.0,19.0
221,Team B,4,35.0,44.0
221,Team B,5,20.0,29.0
221,Team B,6,22.0,35.0
221,Team B,7,75.0,23.0
221,Team B,8,89.0,28.0
221,Team B,9,69.0,62.0
221,Team B,10,43.0,13.0
222,Team A,0,45.0,43.0
222,Team A,1,55.0,15.0
222,Team A,2,54.0,24.0
222,Team A,3,69.0,53.0
222,Team A,4,33.0,56.0
222,Team A,5,2.0,15.0
222,Team A,6,2.0,62.0
222,Team A,7,7.0,32.0
222,Team A,8,45.0,61.0
222,Team A,9,23.0,25.0
222,Team A,10,48.0,28.0
222,Team B,0,65.0,9.0
222,Team B,1,100.0,6.0
222,Team B,2,76.0,8.0
222,Team B,3,60.0,18.0
222,Team B,4,35.0,44.0
222,Team B,5,20.0,29.0
222,Team B,6,22.0,35.0
222,Team B,7,76.0,22.0
222,Team B,8,88.0,27.0
222,Team B,9,70.0,61.0
222,Team B,10,43.0,13.0
223,Team A,0,45.0,43.0
223,Team A,1,55.0,15.0
223,Team A,2,54.0,24.0
223,Team A,3,69.0,53.0
223,Team A,4,33.0,56.0
223,Team A,5,1.0,14.0
223,Team A,6,2.0,62.0
223,Team A,7,6.0,33.0
223,Team A,8,44.0,60.0
223,Team A,9,24.0,24.0
223,Team A,10,48.0,28.0
223,Team B,0,64.0,10.0
223,Team B,1,100.0,6.0
223,Team B,2,76.0,8.0
223,Team B,3,61.0,19.0
223,Team B,4,35.0,44.0
223,Team B,5,20.0,29.0
223,Team B,6,21.0,36.0
223,Team B,7,76.0,22.0
223,Team B,8,88.0,27.0
223,Team B,9,70.0,61.0
223,Team B,10,43.0,13.0
224,Team A,0,45.0,43.0
224,Team A,1,54.0,14.0
224,Team A,2,54.0,24.0
224,Team A,3,69.0,53.0
224,Team A,4,33.0,56.0
224,Team A,5,2.0,15.0
224,Team A,6,2.0,62.0
224,Team A,7,7.0,32.0
224,Team A,8,43.0,59.0
224,Team A,9,23.0,25.0
224,Team A,10,48.0,28.0
224,Team B,0,65.0,9.0
224,Team B,1,100.0,6.0
224,Team B,2,76.0,8.0
224,Team B,3,62.0,18.0
224,Team B,4,35.0,44.0
224,Team B,5,21.0,30.0
224,Team B,6,22.0,35.0
224,Team B,7,75.0,21.0
224,Team B,8,88.0,27.0
224,Team B,9,70.0,61.0
224,Team B,10,44.0,14.0
225,Team A,0,44.0,44.0
225,Team A,1,55.0,15.0
225,Team A,2,54.0,24.0
225,Team A,3,69.0,53.0
225,Team A,4,33.0,56.0
225,Team A,5,3.0,16.0
225,Team A,6,2.0,62.0
225,Team A,7,6.0,33.0
225,Team A,8,44.0,58.0
225,Team A,9,23.0,25.0
225,Team A,10,48.0,28.0
225,Team B,0,64.0,10.0
225,Team B,1,100.0,6.0
225,Team B,2,76.0,8.0
225,Team B,3,61.0,19.0
225,Team B,4,35.0,44.0
225,Team B,5,22.0,31.0
225,Team B,6,22.0,35.0
225,Team B,7,76.0,22.0
225,Team B,8,88.0,27.0
225,Team B,9,71.0,60.0
225,Team B,10,43.0,13.0
226,Team A,0,45.0,43.0
226,Team A,1,56.0,16.0
226,Team A,2,54.0,24.0
226,Team A,3,69.0,53.0
226,Team A,4,34.0,55.0
226,Team A,5,2.0,15.0
226,Team A,6,1.0,61.0
226,Team A,7,6.0,33.0
226,Team A,8,45.0,59.0
226,Team A,9,23.0,25.0
226,Team A,10,48.0,28.0
226,Team B,0,65.0,9.0
226,Team B,1,99.0,5.0
226,Team B,2,76.0,8.0
226,Team B,3,61.0,19.0
226,Team B,4,36.0,43.0
226,Team B,5,21.0,30.0
226,Team B,6,23.0,36.0
226,Team B,7,76.0,22.0
226,Team B,8,88.0,27.0
226,Team B,9,70.0,61.0
226,Team B,10,44.0,14.0
227,Team A,0,45.0,43.0
227,Team A,1,55.0,15.0
227,Team A,2,54.0,24.0
227,Team A,3,68.0,52.0
227,Team A,4,33.0,56.0
227,Team A,5,2.0,15.0
227,Team A,6,2.0,62.0
227,Team A,7,6.0,33.0
227,Team A,8,45.0,60.0
227,Team A,9,23.0,25.0
227,Team A,10,47.0,27.0
227,Team B,0,65.0,9.0
227,Team B,1,100.0,6.0
227,Team B,2,75.0,7.0
227,Team B,3,62.0,18.0
227,Team B,4,35.0,44.0
227,Team B,5,20.0,29.0
227,Team B,6,22.0,35.0
227,Team B,7,76.0,22.0
227,Team B,8,89.0,28.0
227,Team B,9,71.0,62.0
227,Team B,10,43.0,13.0
228,Team A,0,45.0,43.0
228,Team A,1,55.0,15.0
228,Team A,2,54.0,24.0
228,Team A,3,69.0,53.0
228,Team A,4,34.0,55.0
228,Team A,5,2.0,15.0
228,Team A,6,2.0,62.0
228,Team A,7,6.0,33.0
228,Team A,8,46.0,59.0
228,Team A,9,22.0,24.0
228,Team A,10,48.0,26.0
228,Team B,0,64.0,8.0
228,Team B,1,100.0,6.0
228,Team B,2,76.0,8.0
228,Team B,3,63.0,19.0
228,Team B,4,35.0,44.0
228,Team B,5,20.0,29.0
228,Team B,6,22.0,35.0
228,Team B,7,76.0,22.0
228,Team B,8,88.0,27.0
228,Team B,9,72.0,61.0
228,Team B,10,44.0,14.0
229,Team A,0,45.0,43.0
229,Team A,1,54.0,14.0
229,Team A,2,53.0,25.0
229,Team A,3,68.0,54.0
229,Team A,4,33.0,56.0
